song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Breathe - Remastered Version,54,247066,0.122,0.506,0.563,0.0,7,0.302,-6.881,1,0.0284,137.17700000000002,4,0.24600000000000002
She Talks To Angels - Acoustic Bonus Version,46,379360,0.391,0.47700000000000004,0.456,0.0,4,0.141,-7.726,1,0.0349,144.71,3,0.337
Cowboy Take Me Away,66,287266,0.365,0.467,0.622,0.00527,6,0.0982,-7.255,1,0.031,164.418,4,0.455
California Stars,57,298533,0.42200000000000004,0.622,0.736,1.18e-05,9,0.0829,-9.229,1,0.0292,110.24,4,0.723
Annabelle,42,243866,0.8959999999999999,0.575,0.20199999999999999,0.00528,9,0.139,-11.925999999999998,0,0.0317,149.509,4,0.284
In the Aeroplane Over the Sea,65,202346,0.395,0.275,0.7140000000000001,0.0,7,0.115,-5.124,1,0.0328,94.08200000000001,3,0.242
Semi-Charmed Life,76,268360,0.008320000000000001,0.64,0.8640000000000001,0.0,7,0.12300000000000001,-6.5760000000000005,1,0.0315,102.02600000000001,4,0.7
Mr. Jones,78,272506,0.21100000000000002,0.581,0.8170000000000001,1.42e-06,0,0.24600000000000002,-6.542000000000001,1,0.0382,141.607,4,0.779
Two Princes,74,256733,0.00162,0.5429999999999999,0.912,2.1000000000000002e-06,7,0.0565,-10.71,1,0.0601,103.73100000000001,4,0.836
Closing Time,75,273533,0.0237,0.486,0.867,1.66e-06,7,0.155,-5.483,1,0.0295,92.757,4,0.281
Save Tonight,68,239226,9.240000000000001e-05,0.547,0.693,5.4600000000000006e-05,0,0.113,-8.786,1,0.0353,119.56700000000001,4,0.583
Push,72,238666,0.0067,0.42,0.672,0.0,6,0.10800000000000001,-7.902,1,0.027000000000000003,168.019,4,0.47600000000000003
One Headlight,72,312587,0.00106,0.701,0.564,0.00277,2,0.0657,-9.039,1,0.0294,107.53299999999999,4,0.723
Hey Jealousy,63,236066,0.00117,0.46399999999999997,0.785,1.46e-06,6,0.32799999999999996,-7.42,0,0.0436,153.005,4,0.528
I'm Gonna Be (500 Miles),77,219466,0.151,0.851,0.551,0.0,4,0.0827,-5.1770000000000005,1,0.0396,131.922,4,0.807
